sample_number,sample_name,aspect_ratio,circularity,type_ianetta,type_shull,length(cm),width(cm),preimeter(cm),area(cm),state,climate_region,id,id2,city_county_state,latitude,longitude,elevation,month,day,year,precp(in),max_temp C,min_temp C,avg_temp C,avg_tmax_six_months_prior,avg_tmin_six_months_prior,avgtemp(6monthsprior),avg_tmax_previous_ year,avg_tmin_previous_ year,tavg_previous_ year,avg_tmax_ year_DOC,avg_tmin_ year_DOC,tavg_ year_DOC,avgprecp(6monthsprior),avg_precp_previous_year,avg_precp_year_DOC
239,CBP_2_BRIT_Tex,3.923104622,0.150376341,Type3,simplex,7.20,2.08,23.94,23.23,TX,South,Hamilton,Hamilton,"Hamilton, Texas",31.70,-98.12,355.00,March ,26,1948,0.00,26.10,17.25,21.68,16.65,3.37,10.01,25.53,11.83,18.68,24.47,10.09,17.28,1.86,1.63,1.40
240,CBP_2_BRY_UTAH,3.921819582,0.3068459,Type3,simplex,6.47,1.21,15.58,15.37,UT,Southwest,eureka,eureka3,"Eureka, Toole County, Utah",40.02,-112.41,1813.97,May,24,1995,10.78,17.79,6.90,12.34,10.88,-2.46,4.21,18.86,3.40,11.13,18.41,2.12,10.27,1.80,1.40,1.20
241,CBP_2_BWDR_VIR,2.839225152,0.152845151,Type3,simplex,3.30,1.11,12.86,12.64,VI,Southeast,harrisonburg,harrisonburg3,"Harrisonburg, Rockingham County, Virginia",38.38,-78.97,2380.00,May,2,1984,0.16,18.05,4.70,11.38,8.18,-3.06,2.56,16.70,3.83,10.27,17.18,5.07,11.13,3.92,3.40,3.13
242,CBP_2_CAL_MICH,2.736007077,0.149090299,Type3,simplex,3.18,1.05,11.87,11.67,MI,Upper_Midwest,Grand Rapids,Grand Rapids1,"Grand Rapids, Kent County, Michigan",42.98,-85.59,84.00,May,9,1975,0.00,22.56,6.54,14.55,4.65,-4.77,-0.06,13.92,2.28,8.10,14.50,3.35,8.93,2.31,2.16,3.01
243,CBP_2_CHAS_ILL,2.586375335,0.088574149,Type3,simplex,2.00,0.82,8.65,8.52,IL,Ohio_Valley,N/A,N/A,"Chicago, Cook County, Illinois ",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
244,CBP_2_CSCN_IDA,,,,,4.48,0.83,10.80,10.72,NE,Northern_Rockies_and_Plains,littlebluetownship,littlebluetownship,Adams County_Nebraska_Little Blue Township,40.40,-98.33,565.00,May,21,1990,7.15,14.70,7.50,11.10,10.18,-3.52,3.33,17.53,3.51,10.52,18.38,4.29,11.34,1.54,2.00,1.89
245,CBP_2_DES_ARIZ,4.14131295,0.404386261,Type3,simplex,7.53,1.58,16.13,16.13,AZ,Southwest,queencreek,queencreek,"Maricopa County_Arizona_Chandler, Superior, Queen Creek",33.25,-111.15,712.00,February,16,2001,0.16,14.53,1.13,7.83,22.60,8.39,15.49,28.42,13.02,20.72,28.51,13.23,20.87,13.98,9.97,9.09
246,CBP_2_DOV_DELA,2.078708799,0.142609777,Type1a2,simplex,3.60,1.55,15.15,14.89,DE,Northeast,newark,newark1,"Newark, New Castle County, Delaware",39.68,-75.75,5102.00,April,19,1965,9.91,8.75,3.66,15.19,2.51,2.51,2.51,17.97,6.00,11.98,18.11,6.39,12.25,2.51,2.18,1.96
247,CBP_2_DOV_MARY,4.292408586,0.418535566,Type3,simplex,4.04,0.91,8.63,8.61,MD,Northeast,preston,preston1,Caroline County_Maryland_Preston,38.71,-75.91,12.00,December,12,2004,25.59,127.91,8.50,68.20,23.47,13.45,18.46,19.16,9.00,14.08,20.40,8.16,14.28,3.67,3.20,3.29
248,CBP_2_EIU_ILL,2.709112071,0.263675609,Type3,simplex,2.64,0.66,8.60,8.45,IL,Ohio_Valley,lacon,lacon,"Lacon, Marshall County, Illinois",41.02,-89.41,148.00,April,27,1981,0.25,28.89,10.90,19.86,8.11,-3.36,2.38,16.94,4.60,10.77,16.26,4.29,10.28,1.91,2.66,2.96
249,CBP_2_EIU_INDI,3.744623826,0.26515345,Type3,simplex,8.77,1.96,21.09,21.02,IN,Ohio_Valley,rockville,rockville,"Rockville, Parke County, Indiana",39.76,-87.23,217.00,October,25,1980,10.29,12.78,1.42,7.18,27.42,13.96,20.69,17.24,5.24,11.24,16.93,5.05,10.99,2.96,2.61,2.38
250,CBP_2_ESTU_VIR,3.306587921,0.35657736,Type3,simplex,3.88,0.83,9.57,9.48,VI,Southeast,N/A,N/A,"Kingsport, Scott County, Virginia",36.70,-82.73,30.00,April,N/A,1978,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
251,CBP_2_EUH_GEOR,2.655326482,0.594996464,Type3,simplex,4.59,1.65,11.04,10.96,GA,Southeast,milledgeville,milledgeville,"Milledgeville, Baldwin County, Georgia",33.08,-83.23,101.00,April,3,1937,0.00,26.40,7.50,16.95,17.25,6.34,11.80,24.85,13.13,18.99,23.77,12.17,17.97,3.42,3.05,3.14
252,CBP_2_FARM_VIR,2.783707052,0.111949346,Type3,simplex,3.65,1.26,15.60,15.30,VI,Southeast,lynchburg,lynchburg2,"Lynchburg, Charlotte County, Virginia",37.04,-78.48,1574.00,April,21,1979,0.00,18.82,2.68,10.75,11.67,-0.06,5.81,19.51,7.59,13.55,19.16,7.57,13.37,3.99,3.50,4.09
253,CBP_2_FLAS_FLOR,3.562292124,0.195820282,Type3,simplex,4.95,1.16,14.80,14.52,FL,Southeast,gainesville,gainesville1,"Gainesville, Alachua County, Florida",29.65,-82.32,54.00,January,3,1967,21.73,20.10,14.90,17.50,26.15,14.38,20.26,26.13,14.18,20.15,27.63,14.37,21.00,3.38,3.78,3.45
254,CBP_2_FMNH_ILL,2.448926109,0.136926019,Type3,simplex,3.61,1.53,14.00,13.80,IL,Ohio_Valley,N/A,N/A,"Chicago, Cook County, Illinois",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
255,CBP_2_FSU_ALA,2.162572224,0.102294616,Type3,simplex,10.44,3.19,54.86,54.39,AL,Southeast,mobile,mobile3,"Mobile, Mobile County, Alabama",30.70,-88.04,3.00,March,19,1988,0.68,12.94,4.23,8.58,19.09,5.99,12.54,24.81,12.38,18.60,24.71,12.63,18.67,3.60,4.33,4.98
256,CBP_2_FSU_INDI,2.520419671,0.127875268,Type6,simplex,3.47,1.47,16.97,16.47,IN,Ohio_Valley,bloomington,bloomington,"Bloomington, Monroe County, Indiana",39.17,-86.54,235.00,April,23,1961,7.23,23.00,10.89,16.94,9.08,-2.38,3.35,18.29,5.80,12.04,18.15,5.84,12.00,2.57,2.76,3.14
257,CBP_2_GA_FLOR,3.39996367,0.385951183,Type3,rhomboidea,5.48,1.45,14.30,14.18,FL,Southeast,staugustine,staugustine,"St. Augustine, St. Johns County, Florida",29.91,-81.32,1.50,April,14,2004,0.00,21.97,6.90,14.44,21.25,9.97,15.61,25.98,15.86,20.92,26.03,15.81,20.92,2.04,3.07,3.76
258,CBP_2_GMUF_VIR,3.940993783,0.319150355,Type3,simplex,3.61,0.89,8.59,8.43,VI,Southeast,winchester,winchester3,"Winchester, Frederick County, Virginia",39.07,-78.32,301.00,May,8,1971,12.50,18.36,8.64,13.50,9.10,-2.62,3.24,17.33,5.55,11.44,17.28,5.79,11.54,2.18,2.85,3.06
259,CBP_2_GVSC_MICH,3.61496707,0.156113271,Type3,simplex,6.78,1.67,23.35,23.11,MI,Upper_Midwest,Kalamazoo,Kalamazoo,"Kalamazoo, Kalamazoo County, Michigan",42.31,-85.54,8586.00,April,8,1973,0.00,13.22,1.23,7.23,4.79,-3.40,0.69,12.53,1.25,6.89,15.21,4.41,9.81,2.27,2.17,2.70
260,CBP_2_HAR_ALA,2.808809305,0.214168247,Type3,simplex,4.67,1.33,14.22,13.78,AL,Southeast,tuscaloosa,tuscaloosa3,"Tuscaloosa, Tuscaloosa County, Alabama",33.19,-87.57,68.00,March,26,1955,2.17,25.32,-4.22,10.55,18.23,4.55,11.39,25.59,11.27,18.43,24.39,10.77,17.58,3.61,2.81,3.16
261,CBP_2_HAR_FLOR,4.863184458,0.27954277,Type6,simplex,6.78,1.06,16.17,15.72,FL,Southeast,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
262,CBP_2_HAR_IDA,,,,,4.41,1.02,9.55,9.55,NE,Northern_Rockies_and_Plains,brokenbow,brokenbow,Custer County_Nebraska_Broken Bow,41.41,-99.64,755.00,May,10,1927,0.00,22.20,1.10,11.65,8.80,-2.52,3.14,16.64,2.60,9.62,16.13,2.22,9.18,1.31,1.79,1.55
263,CBP_2_HAR_OKLA,2.668437311,0.275262689,Type3,simplex,5.04,1.88,1.74,17.30,OK,South,sulphur,sulphur,"Sulphur, Murray County, Oklahoma",34.51,-96.97,312.00,March,25,1936,0.00,22.78,7.00,14.89,15.77,2.34,9.06,22.54,9.75,16.15,24.42,10.18,17.30,1.75,3.17,2.22
264,CBP_2_HAR_UTAH,4.587367598,0.255307445,Type3,simplex,3.88,1.00,9.55,9.50,UT,Southwest,murray,murray,"Murray, Salt Lake County, Utah",40.67,-111.89,4352.00,May,25,1917,0.00,27.56,10.66,19.11,5.49,-7.34,-0.93,13.72,-0.86,6.43,15.10,0.40,7.75,2.03,1.58,1.50
265,CBP_2_HAR_WAS,3.18835838,0.101915863,Type3,simplex,5.37,1.32,20.00,19.05,WA,Northwest,N/A,N/A,Washington,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
266,CBP_2_HCMH_MICH,3.803304359,0.133763703,Type3,simplex,12.07,2.61,41.07,40.80,MI,Upper_Midwest,Wyoming,Wyoming,"Wyoming, Kent County, Michigan",42.88,-85.71,969.00,May,22,1966,0.00,24.58,5.86,15.22,5.99,-3.57,1.21,12.98,2.66,7.82,13.96,3.16,8.56,2.46,2.69,2.37
267,CBP_2_HUNT_INDI,2.930765957,0.156771552,Type3,simplex,4.96,1.63,15.65,15.29,IN,Ohio_Valley,huntington,huntington1," Huntington, Huntington County, Indiana",40.88,-85.50,228.00,May,8,1937,0.00,23.32,7.97,15.64,7.41,-2.75,2.33,17.05,5.03,11.04,15.41,4.11,9.76,2.98,2.68,2.83
268,CBP_2_IND_INDI,3.027683811,0.202391054,Type3,simplex,3.04,0.82,10.18,10.02,IN,Ohio_Valley,evansville,evansville,"Evansville, Vanderburgh County, Indiana",37.98,-87.55,118.00,April,12,1941,0.00,29.58,12.23,20.90,9.70,-0.01,4.84,19.27,7.58,13.43,21.28,9.49,15.39,1.98,2.04,2.43
269,CBP_2_JMUH_VIR,3.212730599,0.114008809,Type3,simplex,2.84,1.05,15.63,14.79,VI,Southeast,harrisonburg,harrisonburg4,"Harrisonburg, Rockingham County, Virginia",38.43,-78.87,301.00,April,23,1980,0.00,26.50,8.70,17.60,8.70,-2.72,2.99,16.61,4.86,10.73,17.20,4.61,10.91,2.45,3.63,2.38
270,CBP_2_LSU_GEOR,3.925505581,0.301015635,Type3,simplex,9.33,2.38,24.98,24.88,GA,Southeast,athens,athens3,"Athens, Clarke County, Georgia",33.95,-83.38,194.00,April,14,1911,N/A,N/A,N/A,N/A,16.13,3.44,9.78,22.52,10.46,16.49,24.10,11.39,17.74,2.49,3.09,3.14
271,CBP_2_MICH_MICH,3.315231736,0.222249507,Type3,simplex,7.98,2.51,24.31,24.19,MI,Upper_Midwest,Fremont,Fremont,"Fremont, Oceana County, Michigan",43.47,-86.07,969.00,May,1,2006,5.94,18.00,11.56,14.78,4.31,-4.46,-0.07,13.90,2.70,8.30,14.16,3.86,9.01,2.51,2.54,3.25
272,CBP_2_MOR_ILL,2.646743598,0.141253895,Type3,simplex,3.90,1.35,16.60,15.95,IL,Ohio_Valley,joilet,joilet,"Joliet, Will County, Illinois",41.52,-88.15,187.00,May,10,1975,0.00,24.43,5.40,14.92,5.96,-4.08,0.94,16.70,4.86,10.78,15.76,3.92,9.84,2.61,2.63,2.81
273,CBP_2_MUHW_VIR,2.02422963,0.22481027,Type3,simplex,6.14,1.95,19.28,20.29,VI,Southeast,lynchburg,lynchburg3,"Lynchburg, Campbell County, Virginia",37.23,-79.29,301.00,April,10,1984,4.98,12.22,1.12,6.67,10.65,0.12,5.38,18.62,7.28,12.95,19.56,8.25,13.91,4.30,3.43,3.15
274,CBP_2_NCU_GEOR,4.539883381,0.266187479,Type3,simplex,4.87,1.00,13.03,12.85,GA,Southeast,cochran,cochran1,"Cochran, Bleckley County, Georgia",32.39,-83.35,104.00,March,25,1972,1.87,15.77,6.33,11.05,20.43,7.12,13.78,25.50,12.15,18.82,25.40,11.59,18.50,3.49,3.76,3.30
275,CBP_2_NCU_VIR,2.334445791,0.097922849,Type3,simplex,3.39,1.20,12.52,12.09,VI,Southeast,norfolk,norfolk1,"Norfolk, N/A., Virginia",36.85,-76.29,2.13,March,31,1975,3.72,13.39,2.84,8.05,14.68,3.98,9.33,20.45,10.35,15.40,20.95,10.93,15.94,3.08,3.48,3.68
276,CBP_2_NLU_VIR,3.860065522,0.29654304,Type3,simplex,5.82,2.46,29.69,29.18,VI,Southeast,leesburg,leesburg,"Leesburg, Loudoun County, Virginia",39.11,-77.55,104.00,April,24,1969,0.14,13.37,4.80,9.09,9.09,-1.24,3.93,17.42,6.02,11.72,17.88,6.50,12.19,1.86,2.46,2.53
277,CBP_2_NY_DELA,3.296020875,0.197794061,Type3,simplex,5.73,1.44,21.69,21.20,DE,Northeast,dagsboro,dagsboro,"Dagsboro, Sussex County, Delaware",38.52,-75.19,301.00,April,23,2011,4.39,22.46,8.49,15.47,2.01,2.01,2.01,19.91,9.08,14.49,20.85,9.91,15.38,2.01,2.49,3.07
278,CBP_2_NY_MARY,2.651433155,0.12666249,Type3,simplex,5.21,1.99,24.42,24.30,MD,Northeast,preston,preston2,Caroline County_Maryland_Preston,38.71,-75.91,12.00,December,2,2015,35.91,268.90,159.17,214.03,24.73,14.65,19.69,18.95,8.86,13.90,19.06,8.65,13.86,3.35,3.63,3.19
279,CBP_2_NY_UTAH,,,,,3.55,0.58,9.13,9.06,UT,Southwest,tooele,tooele,"Tooele, Tooele County, Utah",40.52,-112.62,1915.20,May,12,1979,0.00,19.46,3.01,11.24,6.89,-4.39,1.25,16.33,2.80,9.56,16.98,3.20,10.09,1.01,0.85,0.69
280,CBP_2_NY_VIR,3.106278054,0.107201106,Type3,simplex,4.09,1.24,16.83,16.74,VI,Southeast,lynchburg,lynchburg4,"Lynchburg, Accomack County, Virginia",37.94,-75.54,301.00,April,3,2011,0.97,13.97,4.04,9.00,10.39,-0.57,4.91,19.86,8.29,14.07,22.05,10.26,16.16,2.09,2.68,3.30
281,CBP_2_OCU_OKLA,4.161441155,0.24561237,Type3,simplex,3.35,0.76,8.78,8.61,OK,South,oklahomacity,oklahomacity3,"Oklahoma CIty, Oklahoma County, Oklahoma",35.48,-97.51,365.00,March,29,2001,0.29,10.28,3.60,6.94,11.87,0.99,6.43,20.78,8.78,14.78,22.09,9.95,16.02,2.52,2.61,2.05
282,CBP_2_ODU_VIR,3.922968357,0.18575237,Type3,simplex,3.65,0.63,11.43,11.22,VI,Southeast,norfolk,norfolk4,"Norfolk City, N/A, Virginia",36.93,-76.24,301.00,April,4,1970,0.00,19.74,5.62,12.68,10.35,0.86,5.60,19.12,9.73,14.42,19.59,9.99,14.79,2.98,3.39,2.66
283,CBP_2_PH_DELA,2.809134739,0.172497269,Type3,simplex,5.28,1.80,20.26,19.98,DE,Northeast,elsmere,elsmere,"Elsmere, New Castle County, Delaware",39.82,-75.62,301.00,June,24,1868,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
284,CBP_2_PH_MARY,4.334684602,0.131920617,Type3,simplex,4.71,0.96,15.22,14.93,MD,Northeast,snowhill,snowhill1,Worcester County_Maryland_Snow Hill,38.18,-75.39,5.00,April,2,2006,39.04,105.91,-0.28,52.82,12.00,1.36,6.68,19.90,9.41,14.65,19.39,7.76,13.57,1.84,2.63,3.01
285,CBP_2_SAT_Tex,2.251820234,0.235984193,Type3,simplex,3.15,0.87,7.91,7.71,TX,South,Sonora,Sonora1,"Sonora, Texas",30.57,-100.64,649.00,March ,15,1992,0.00,N/A,N/A,N/A,19.61,4.67,12.14,26.06,9.35,17.70,26.45,10.32,18.39,1.59,1.75,1.61
286,CBP_2_SAT_Tex,3.200306314,0.427221732,Type3,simplex,3.79,1.71,15.04,14.61,TX,South,Sonora,Sonora1,"Sonora, Texas",30.57,-100.64,649.00,March ,15,1992,0.00,N/A,N/A,N/A,19.61,4.67,12.14,26.06,9.35,17.70,26.45,10.32,18.39,1.59,1.75,1.61
287,CBP_2_UAM_OHIO,3.220519364,0.131809931,Type3,simplex,5.23,1.64,18.46,18.21,OH,Ohio_Valley,hamilton,hamilton1,"Hamilton, Butler County, Ohio",39.37,-84.66,3004.00,April,5,1990,0.54,13.40,-0.19,6.61,8.42,-2.80,2.81,17.33,5.38,11.36,18.65,6.38,12.51,2.78,3.23,4.07
288,CBP_2_UFWP_ALA,,,,,4.09,1.17,24.69,23.91,AL,Southeast,mobile,mobile4,"Mobile, Mobile County, Alabama",30.70,-88.04,3.00,February,29,1992,0.00,22.77,8.15,15.46,21.47,9.01,15.24,25.00,13.45,19.22,24.79,13.01,18.90,4.11,5.32,4.76
289,CBP_2_UGA_GEOR,3.0465836,0.185338073,Type3,simplex,7.23,2.65,26.48,26.25,GA,Southeast,macon,macon,"Macon, Bibb County, Georgia",32.84,-83.63,116.00,October,1,1979,0.38,28.76,17.00,22.88,30.41,18.22,24.31,24.18,10.62,17.40,23.97,10.57,17.27,3.41,3.52,3.65
290,CBP_2_ULA_WIS,2.947261957,0.196271495,Type3,simplex,2.25,0.69,6.91,6.75,WI,Upper_Midwest,madison,madison1,"Madison, Dane County, Wisconsin",43.05,-89.40,239.00,May,16,1978,0.00,16.60,8.08,12.34,2.65,-8.99,-3.17,2.65,-8.99,-3.17,2.65,-8.99,-3.17,1.79,1.79,1.79
291,CBP_2_UNA_ALA,6.269159935,0.229809118,Type3,simplex,9.21,0.89,22.00,21.71,AL,Southeast,moulton,moulton,"Moulton, Lawrence County, Alabama",34.43,-87.29,670.00,January,19,2000,0.00,11.63,2.07,6.85,23.56,8.55,16.05,23.61,9.99,16.80,22.59,9.25,15.92,1.68,3.25,3.17
292,CBP_2_URV_VIR,2.946003764,0.233928348,Type3,simplex,6.00,1.82,17.05,16.93,VI,Southeast,middlesexcounty,middlesexcounty,"N/A. Middlesex County, Virginia",37.63,-76.55,9.00,April,29,1932,0.00,25.73,6.10,15.92,16.48,3.40,9.94,22.32,9.70,16.01,22.28,9.61,15.94,2.54,3.45,3.03
293,CBP_2_USF_ALA,,,,,4.92,0.92,12.38,12.29,AL,Southeast,montgomery,montgomery,"Montgomery, Montgomery County, Alabama",32.10,-86.13,300.00,March,18,2010,4.56,12.46,7.16,9.81,16.19,4.33,10.26,22.58,10.84,16.71,24.45,11.03,17.74,6.31,5.73,3.00
294,CBP_2_USF_FLOR,3.722138601,0.229241081,Type3,simplex,6.69,1.53,19.55,19.33,FL,Southeast,tallahassee,tallahassee6,"Tallahassee, Leon County, Florida",30.46,-84.25,61.00,March,14,1957,0.36,26.04,15.24,20.64,22.76,10.11,16.43,26.72,14.12,20.42,26.50,14.67,20.59,1.38,2.80,4.46
295,CBP_2_UWFP_FLOR,2.910337846,0.347118098,Type3,simplex,3.74,1.21,10.05,9.93,FL,Southeast,pensacola,pensacola2,"Pensacola, Escambia County, Florida",30.43,-87.24,31.00,February,19,1977,1.38,21.46,11.12,16.29,18.14,6.40,12.27,23.58,11.57,17.57,25.52,14.17,19.84,4.15,3.57,3.53
296,CBP_2_VPI_VIR,3.454180539,0.179197668,Type3,simplex,2.56,0.61,7.02,6.95,VI,Southeast,williamsburg,williamsburg,"Williamsburg City, N/A, Virginia",37.27,-76.72,26.00,November,18,1999,0.00,15.15,-3.04,6.06,26.57,14.71,20.64,21.47,8.85,15.16,21.43,8.90,15.17,5.43,4.18,3.95
297,CBP_2_VSC_GEOR,2.945612531,0.202670027,Type1a1,simplex,4.66,1.37,15.46,15.20,GA,Southeast,cochran,cochran2,"Cochran, Bleckley County, Georgia",32.71,-83.72,104.00,March,7,2010,0.00,16.67,-2.07,7.30,16.37,4.06,10.21,23.47,11.22,17.34,24.97,11.08,18.02,5.46,5.08,3.34
298,CBP_2_VSC_VIR,3.869819546,0.185054531,Type3,simplex,3.21,0.77,9.77,9.65,VI,Southeast,richmond,richmond11,"Richmond, Hanover County, Virginia",37.54,-77.43,50.70,April,16,1978,0.00,17.13,2.32,9.73,15.45,3.19,9.32,20.99,9.31,15.15,20.88,7.82,14.35,2.45,3.74,2.76
299,CBP_2_WIS_WIS,3.03834422,0.231212556,Type3,simplex,8.70,2.20,27.45,27.10,WI,Upper_Midwest,N/A,N/A,Wisconsin,N/A,N/A,N/A,June,8,1888,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
300,CBP_2_WM_VIR,2.740014033,0.166020708,Type3,simplex,3.57,1.26,13.05,12.90,VI,Southeast,harrisonburg,harrisonburg1,"Harrisonburg, Page County, Virginia",38.45,-78.87,404.00,April,12,2002,0.00,18.20,2.12,10.16,11.61,-1.57,5.02,18.22,5.11,11.67,17.70,5.54,11.62,1.33,2.01,2.61
301,CBP_20_WIS_WIS,2.919376913,0.147735354,Type3,simplex,9.60,3.20,40.10,39.20,WI,Upper_Midwest,verona,verona,"Verona, Dane County, Wisconsin",42.92,-89.83,969.00,December,5,1998,0.19,15.89,9.77,12.83,21.23,9.43,15.33,21.23,9.43,15.33,21.23,9.43,15.33,2.56,2.56,2.56
302,CBP_21_WIS_WIS,2.60537632,0.091270869,Type3,simplex,6.90,2.40,31.05,30.35,WI,Upper_Midwest,rockcounty,rockcounty,"Rock County, Wisconsin",42.63,89.02,228.00,July,12,1889,N/A,N/A,N/A,N/A,4.58,-5.19,-0.30,4.58,-5.19,-0.30,4.58,-5.19,-0.30,2.26,2.26,2.26
303,CBP_22_WIS_WIS,3.590886023,0.244599822,Type3,simplex,4.65,0.85,13.15,12.80,WI,Upper_Midwest,N/A,N/A,"Appleton, Outagamie County, Wisconsin",44.26,-88.42,7012.00,May-July,N/A,1889-90,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
304,CBP_23_WIS_WIS,3.78740866,0.285255804,Type3,simplex,8.40,1.60,24.60,23.90,WI,Upper_Midwest,saukcity,saukcity1,"Sauk City, Sauk County, Wisconsin",43.20,-89.95,969.00,May,19,1960,12.77,19.10,13.38,16.24,3.67,-6.40,-1.36,3.67,-6.40,-1.36,3.67,-6.40,-1.36,1.88,1.88,1.88
305,CBP_24_WIS_WIS,3.534557986,0.430303208,Type3,simplex,4.40,1.05,9.45,9.40,WI,Upper_Midwest,madison,madison4,"Madison, Dane County, Wisconsin",43.07,-89.40,266.00,June,14,1881,0.00,16.60,8.08,12.34,6.94,-2.61,2.17,6.94,-2.61,2.17,6.94,-2.61,2.17,3.10,3.10,3.10
306,CBP_25_WIS_WIS,2.936899947,0.134595199,Type3,simplex,3.84,1.21,15.68,15.26,WI,Upper_Midwest,dodgeville,dodgeville1,"Dodgeville, Iowa County, Wisconsin",43.04,-90.03,969.00,August,14,N/A,0.00,30.85,16.67,23.76,20.08,7.49,13.78,20.08,7.49,13.78,20.08,7.49,13.78,2.60,2.60,2.60
307,CBP_26_WIS_WIS,3.288763198,0.18087433,Type3,simplex,4.10,1.00,12.80,12.35,WI,Upper_Midwest,N/A,N/A," Sturgeon Bay, Door County, Wisconsin",44.83,-87.38,5218.00,June,N/A,1949,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
308,CBP_27_WIS_WIS,2.869373801,0.268377413,Type3,simplex,4.20,1.30,12.70,12.30,WI,Upper_Midwest,newlondon,newlondon2,"New London, Outagamie County, Wisconsin",44.33,-88.64,2705.00,June,8,1955,5.40,12.53,4.44,8.49,24.59,11.96,18.28,24.59,11.96,18.28,24.59,11.96,18.28,2.65,2.65,2.65
309,CBP_28_WIS_WIS,6.155385522,0.191359494,Type3,simplex,9.30,1.05,20.75,21.05,WI,Upper_Midwest,tworivers,tworivers,"Two Rivers. Manitowoc County, Wisconsin",44.22,-87.61,969.00,September,27,1964,0.06,16.83,4.60,10.71,3.35,-7.82,-2.24,3.35,-7.82,-2.24,3.35,-7.82,-2.24,1.28,1.28,1.28
310,CBP_29_WIS_WIS,3.932713979,0.449720494,Type3,simplex,7.30,1.80,15.55,15.55,WI,Upper_Midwest,wisconsinrapids,wisconsinrapids,"Wisconsin Rapids, Wood County, Wisconsin",43.78,-88.85,301.00,June,3,1891,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
311,CBP_3_ACU_Tex,2.431434885,0.210718289,Type3,simplex,5.73,2.71,22.55,21.93,TX,South,Abilene,Abilene4,"Abilene, Texas",32.45,-99.73,524.00,December,22,2001,0.69,28.50,9.27,18.88,18.23,3.16,10.69,25.40,10.73,18.07,25.08,11.83,18.45,1.24,1.71,2.33
312,CBP_3_ASU_ARIZ,3.875136926,0.307887904,Type3,simplex,5.21,1.49,13.69,13.56,AZ,Southwest,tempe,tempe3,"Maricopa County_Arizona_Phoenix, Tempe",33.43,-111.94,347.27,February,7,2015,0.00,26.40,9.68,18.04,26.21,12.77,19.49,30.41,15.79,23.10,30.21,16.03,23.12,16.13,10.89,8.03
313,CBP_3_BALT_MARY,2.537371959,0.239963549,Type3,simplex,4.11,1.57,14.39,14.11,MD,Northeast,townson,townson1,Baltimore County_Maryland_Towson,39.40,-76.60,151.00,April,30,1980,33.53,247.34,146.51,196.93,10.60,0.32,5.46,17.83,7.20,12.52,19.47,9.28,14.37,2.42,3.67,3.68
314,CBP_3_BRIT_OKLA,3.528422517,0.140108015,Type1a2,simplex,4.10,1.10,15.90,15.35,OK,South,drippingsprings,drippingsprings,"Dripping Springs ,Delaware County, Oklahoma",36.17,-94.67,296.00,April,22,1956,0.00,22.78,8.20,15.49,14.28,-0.54,6.87,22.94,8.63,15.78,24.01,9.11,16.56,1.04,2.17,2.34
315,CBP_3_BRIT_Tex,3.648525498,0.333811092,Type3,simplex,9.51,2.41,29.53,28.90,TX,South,Gunter,Gunter1,"Gunter, Texas",33.45,-96.75,214.00,April ,2,1935,0.00,24.48,12.10,18.29,18.28,4.97,11.63,27.12,13.28,20.20,23.94,11.55,17.74,2.34,1.85,3.61
316,CBP_3_BRIT_Tex,3.648525498,0.333811092,Type3,simplex,9.03,1.74,24.66,23.80,TX,South,Gunter,Gunter1,"Gunter, Texas",33.45,-96.75,214.00,April ,2,1935,0.00,24.48,12.10,18.29,18.28,4.97,11.63,27.12,13.28,20.20,23.94,11.55,17.74,2.34,1.85,3.61
317,CBP_3_BRY_UTAH,3.929621126,0.316533448,Type6,simplex,4.54,0.99,10.98,10.94,UT,Southwest,springville,springville1,"Springville, Utah County, Utah",40.17,-111.36,2404.00,June,24,2020,0.00,27.94,10.68,19.31,10.89,-1.06,4.92,14.14,1.55,7.85,14.78,1.69,8.24,1.50,1.41,1.00
