,sample_number,sample_name,aspect_ratio,circularity,type_ianetta,type_shull,length,width,preimeter,area,state,climate_region,id,id2,city_county_state,latitude,longitude,elevation,month,day,year,precp_in,max_temp_C,min_temp_C,avg_temp_C,avg_tmax_six_months_prior,avg_tmin_six_months_prior,avgtemp_6monthsprior,avg_tmax_previous_.year,avg_tmin_previous_.year,tavg_previous_.year,avg_tmax_.year_DOC,avg_tmin_.year_DOC,tavg_.year_DOC,avgprecp_6monthsprior,avg_precp_previous_year,avg_precp_year_DOC
230,95,CBP_1_NCSC_VIR,3.254610502,0.242090869,Type3,rhomboidea,4.97,1.55,15.73,15.45,VI,Southeast,norfolk,norfolk1,"Norfolk City, , Virginia",36.89,-76.3,301,March,31,1975,0.372,13.39,2.84,8.05,14.68,3.98,9.33,20.45,10.35,15.4,20.95,10.93,15.94,0.0308,0.0348,0.0368
231,457,CBP_6_BRIT_Tex,4.58119087,0.24184557,Type3,rhomboidea,9.56,2.3,27.32,26.65,TX,South,Waxahachie,Waxahachie,"Waxahachie, Texas",32.39,-96.85,169,February ,22,1973,0.195,11.83,4.76,8.24,18.68,7.19,12.93,24.85,12.47,18.66,24.27,12.47,18.37,0.027,0.0206,0.035
232,116,CBP_1_PH_MARY,2.944544917,0.241344462,Type6,rhomboidea,7.4,2.07,23.51,23.35,MD,Northeast,silverspring,silverspring1,Montgomery County_Maryland_Silver Spring,39,-77.04,104,April,10,1910,2.78,11.195,3.31,5.763,10.46,-0.61,4.93,18.16,6.59,12.38,18.64,7.19,12.92,0.0196,0.023,0.0282
233,12,CBP_1_BOON_INDI,2.224705529,0.240148394,Type6,rhomboidea,5.81,2.19,18.4,18.31,IN,Ohio_Valley,bedford,bedford1,"Bedford, Lawrence County, Indiana",38.87,-86.51,209,May,4,1951,0.085,27.09,9.81,18.45,9.07,-2.37,3.35,17.89,5.41,11.65,18.51,5.73,12.12,0.033,0.0351,0.0332
234,313,CBP_3_BALT_MARY,2.537371959,0.239963549,Type3,rhomboidea,4.11,1.57,14.39,14.11,MD,Northeast,townson,townson1,Baltimore County_Maryland_Towson,39.4,-76.6,151,April,30,1980,3.353,24.734,14.651,19.693,10.6,0.32,5.46,17.83,7.2,12.52,19.47,9.28,14.37,0.0242,0.0367,0.0368
235,178,CBP_11_URV_VIR,3.619426915,0.239951779,Type3,rhomboidea,4.57,0.89,12.09,11.89,VI,Southeast,richmond,richmond9,"Richmond City, , Virginia",37.54,-77.43,50.7,April ,4,1931,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
236,262,CBP_2_HAR_IDA,4.167839922,0.239115451,Type6,rhomboidea,4.41,1.02,9.55,9.55,NE,Northern_Rockies_and_Plains,brokenbow,brokenbow,Custer County_Nebraska_Broken Bow,41.41,-99.64,755,May,10,1927,0,22.2,1.1,11.65,8.8,-2.52,3.14,16.64,2.6,9.62,16.13,2.22,9.18,0.0131,0.0179,0.0155
237,100,CBP_1_NCU_VIR,2.685289065,0.238413863,Type3,rhomboidea,1.9,0.56,6.18,6.05,VI,Southeast,richmond,richmond1," Richmond, New Kent County, Virginia",37.54,-77.43,50.7,May,9,1970,0,32.22,14.58,23.4,11.37,-0.34,5.51,20.01,8.3,14.15,20.24,8.37,14.3,0.0273,0.0338,0.0225
238,382,CBP_4_EIU_ILL,2.204603312,0.237481409,Type3,rhomboidea,5.28,2.41,18.89,18.67,IL,Ohio_Valley,charleston,charleston1,"Charleston, Coles County, Illinois",39.49,-88.19,212,May,10,1965,0.394,24.15,15.03,19.59,8.82,-1.99,3.41,18.2,5.72,11.96,18.34,6.26,12.3,0.0244,0.0207,0.0263
239,285,CBP_2_SAT_Tex,2.251820234,0.235984193,Type3,rhomboidea,3.15,0.87,7.91,7.71,TX,South,Sonora,Sonora1,"Sonora, Texas",30.57,-100.64,649,March ,15,1992,0,#N/A,#N/A,#N/A,19.61,4.67,12.14,26.06,9.35,17.7,26.45,10.32,18.39,0.0159,0.0175,0.0161
240,15,CBP_1_BRY_UTAH,3.300687925,0.235461035,Type6,rhomboidea,3.51,0.71,10.11,10,UT,Southwest,eureka,eureka1,"Eureka, Toole County, Utah",39.93,-112.72,1981,June,14,2019,0.053,26.45,9.92,18.18,10.89,-1.52,4.69,16.4,2.12,9.26,16.1,1.72,8.91,0.0234,0.0146,0.0144
241,463,CBP_6_FMNH_ILL,4.21474435,0.235459218,Type3,rhomboidea,11.83,2,34.27,33.93,IL,Ohio_Valley,chicago,chicago3,"Chicago, Cook County, Illinois",41.74,-87.55,182,May,12,1898,#N/A,#N/A,#N/A,#N/A,6.6,-3.61,1.5,15.61,3.76,9.68,14.94,3.82,9.38,0.0264,0.024,0.0299
242,481,CBP_7_BRIT_Tex,3.260731735,0.235447437,Type6,rhomboidea,3.57,0.96,12.5,12,TX,South,Grapevine,Grapevine,"Grapevine, Texas",32.93,-97.08,194,April ,29,1947,0.006,27,20.12,23.56,17.2,5.52,11.36,23.36,11.8,17.58,23.88,12.04,17.96,0.0316,0.0298,0.0242
243,28,CBP_1_DES_ARIZ,3.267469662,0.234921323,Type3,rhomboidea,2.13,0.63,6.35,6.15,AZ,Southwest,sunflower,sunflower1,"Gila County_Arizona_Chandler, Sunflower",33.87,-111.47,1249,April,3,1990,0.024,25.07,8.71,16.89,20.33,4.4,12.37,28.95,12.11,20.53,28.03,12.16,20.1,0.0912,0.0738,0.1109
244,192,CBP_13_BRIT_Tex,5.080908648,0.234220533,Type3,rhomboidea,5.49,1.01,13.96,13.55,TX,South,FortWorth,FortWorth5,"Fort Worth, Texas",32.73,-97.32,198,February ,25,1974,0,9.8,-6.68,1.56,17.62,5.89,11.75,26.34,14.08,20.21,26.16,13.28,19.72,0.0258,0.0198,0.0178
245,292,CBP_2_URV_VIR,2.946003764,0.233928348,Type3,rhomboidea,6,1.82,17.05,16.93,VI,Southeast,middlesexcounty,middlesexcounty,". Middlesex County, Virginia",37.63,-76.55,9,April,29,1932,0,25.73,6.1,15.92,16.48,3.4,9.94,22.32,9.7,16.01,22.28,9.61,15.94,0.0254,0.0345,0.0303
246,97,CBP_1_NCU_ALA,4.271783304,0.233337795,Type3,rhomboidea,4.37,0.87,12.84,12.39,AL,Southeast,lauderdalecounty,lauderdalecounty,", Lauderdale County, Alabama",34.87,-87.59,475,March,26,1969,0,7.88,-0.12,3.88,14.31,1.65,7.98,22.21,9.01,15.61,21.71,8.28,15,0.0341,0.035,0.0406
247,462,CBP_6_DOV_MARY,3.864684557,0.232953949,Type3,rhomboidea,12.19,0.86,9.19,9.07,MD,Northeast,mandelasprings,mandelasprings,Wicomico County_Maryland_Mandela Springs,38.47,-75.71,8,May,1,2007,1.796,10.983,-13.13,4.835,12.36,0.78,6.57,19.95,8.44,14.2,19.16,7.16,13.16,0.0274,0.038,0.026
248,94,CBP_1_NCSC_FLOR,2.312126952,0.232171194,Type6,rhomboidea,5.71,2.37,20.71,20.46,FL,Southeast,tallahassee,tallahassee4,"Tallahassee, Leon County, Florida",30.46,-84.25,61,March,14,1957,0.036,26.04,15.24,20.64,22.76,10.11,16.43,26.72,14.12,20.42,26.5,14.67,20.59,0.0138,0.028,0.0446
249,299,CBP_2_WIS_WIS,3.03834422,0.231212556,Type3,rhomboidea,8.7,2.2,27.45,27.1,WI,Upper_Midwest,,,Wisconsin,#N/A,#N/A,#N/A,June,8,1888,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
250,432,CBP_5_FMNH_ILL,3.362059819,0.230109581,Type3,rhomboidea,12.8,3.93,40.08,39.73,IL,Ohio_Valley,chicago,chicago2,"Chicago, Cook County, Illinois",41.74,-87.55,182,June,22,1960,0.136,24.59,16.81,20.7,9.3,1.06,5.18,14.21,5.55,9.88,14.36,5.48,9.92,0.026,0.0268,0.0209
251,291,CBP_2_UNA_ALA,6.269159935,0.229809118,Type3,rhomboidea,9.21,0.89,22,21.71,AL,Southeast,moulton,moulton,"Moulton, Lawrence County, Alabama",34.43,-87.29,670,January,19,2000,0,11.63,2.07,6.85,23.56,8.55,16.05,23.61,9.99,16.8,22.59,9.25,15.92,0.0168,0.0325,0.0317
252,454,CBP_5_VSC_GEOR,3.80035165,0.2295535,Type3,rhomboidea,7.7,1.58,21.55,21.18,GA,Southeast,colquit,colquit,"Colquit, Miller County, Georgia",31.17,-84.73,50.9,March,13,1976,0.062,23.58,13.33,18.5,21.12,6.69,13.91,25.95,12.83,19.39,25.41,11.38,18.39,0.0311,0.0482,0.0415
253,294,CBP_2_USF_FLOR,3.722138601,0.229241081,Type3,rhomboidea,6.69,1.53,19.55,19.33,FL,Southeast,tallahassee,tallahassee6,"Tallahassee, Leon County, Florida",30.46,-84.25,61,March,14,1957,0.036,26.04,15.24,20.64,22.76,10.11,16.43,26.72,14.12,20.42,26.5,14.67,20.59,0.0138,0.028,0.0446
254,334,CBP_3_IND_INDI,4.082425116,0.228921366,Type3,rhomboidea,6.53,1.12,18.35,18.06,IN,Ohio_Valley,morristown,morristown,"Morristown, Shelby County, Indiana",39.67,-85.7,254,May,7,1913,#N/A,#N/A,#N/A,#N/A,9.78,-1.74,4.02,18.22,6,12.11,17.98,5.77,11.88,0.0418,0.0327,0.0349
255,182,CBP_12_BRIT_Tex,2.832332237,0.228893968,Type6,rhomboidea,6.05,1.74,21.87,21.24,TX,South,FortWorth,FortWorth8,"Fort Worth, Texas",32.73,-97.32,198,April ,6,1999,0,25.83,8.76,17.3,19.53,7.86,13.7,24.69,11.9,18.3,24.15,12.05,18.1,0.0277,0.023,0.0219
256,361,CBP_32_WIS_WIS,2.508258249,0.228130751,Type3,rhomboidea,7.21,2.89,22.16,21.89,WI,Upper_Midwest,saukcity,saukcity2,"Sauk City, Sauk County, Wisconsin",43.27,-89.72,266,May,15,1937,0.01,13.66,2.66,8.16,4.05,-7.48,-1.72,4.05,-7.48,-1.72,4.05,-7.48,-1.72,0.0163,0.0163,0.0163
257,349,CBP_3_UNA_ALA,3.083920896,0.227356492,Type1a2,rhomboidea,2.85,0.93,8.48,8.26,AL,Southeast,tuscaloosa,tuscaloosa4,"Tuscaloosa, Tuscaloosa County, Alabama",33.19,-87.57,68,February,22,1955,4.18,6,1.34,3.67,20.43,6.06,13.24,25.31,10.85,18.08,24.39,10.77,17.58,0.0311,0.0268,0.0316
258,134,CBP_1_UNA_ALA,2.635317367,0.226262896,Type3,rhomboidea,3.54,1.18,12.14,11.86,AL,Southeast,tuscumbia,tuscumbia,"Tuscumbia, Colbert County, Alabama",34.73,-87.7,144,March,28,1973,0,20.56,6.83,13.69,#N/A,#N/A,#N/A,22.39,9.56,15.97,23.5,10.51,17,#N/A,0.0518,0.0519
259,46,CBP_1_FSU_GEOR,2.751686853,0.226063628,Type1a1,rhomboidea,4.47,1.41,15.09,14.94,GA,Southeast,darien,darien1,"Darien, McIntosh County, Georgia",31.38,-81.44,9.1,March,24,1958,0.998,16.77,9.86,13.31,18.13,6.62,12.37,24.06,13.28,18.67,24.27,13.1,18.69,0.029,0.045,0.0308
260,391,CBP_4_MARY_MARY,3.519126511,0.225235337,Type3,rhomboidea,7.02,1.87,21.27,20.98,MD,Northeast,collegepark,collegepark,Prince Georges County_Maryland_College Park,38.98,-76.94,21,April,18,1990,2.974,11.971,-1.26,5.922,11.15,-0.46,5.34,19.2,7.55,13.37,20.85,8.38,14.61,0.0239,0.0345,0.0245
261,424,CBP_5_BRIT_Tex,3.671296907,0.225018581,Type1a2,rhomboidea,4.97,1.35,13.98,13.67,TX,South,Fannin,Fannin,"Fannin, Texas",28.7,-97.24,42,April ,5,1978,0,20.6,3.9,12.25,20.23,7.22,13.73,26.98,14.68,20.83,26.65,14.58,20.61,0.0142,0.0235,0.0238
262,526,CBP_9_HARV_VIR,2.767288337,0.224947344,Type3,rhomboidea,3.72,1.05,12.76,12.67,VI,Southeast,franlkin,franlkin,"Franklin, Southampton County, Virginia",36.72,-77.07,2069,April,6,1939,0.71,20,6.7,13.35,15.86,2.45,9.15,21.4,9.59,15.5,22.95,10.3,16.62,0.031,0.039,0.0398
263,273,CBP_2_MUHW_VIR,2.02422963,0.22481027,Type3,rhomboidea,6.14,1.95,19.28,20.29,VI,Southeast,lynchburg,lynchburg3,"Lynchburg, Campbell County, Virginia",37.23,-79.29,301,April,10,1984,0.498,12.22,1.12,6.67,10.65,0.12,5.38,18.62,7.28,12.95,19.56,8.25,13.91,0.043,0.0343,0.0315
264,421,CBP_5_BALT_MARY,2.141653739,0.224171021,Type3,rhomboidea,3.67,1.67,12.2,12.04,MD,Northeast,townson,townson2,Baltimore County_Maryland_Towson,39.4,-76.6,151,April,24,1980,1.839,12.002,13.64,6.683,10.4,0,5.2,17.91,7.2,12.56,19.98,9.38,14.68,0.0217,0.0359,0.032
265,271,CBP_2_MICH_MICH,3.315231736,0.222249507,Type3,rhomboidea,7.98,2.51,24.31,24.19,MI,Upper_Midwest,Fremont,Fremont,"Fremont, Oceana County, Michigan",43.47,-86.07,969,May,1,2006,0.594,18,11.56,14.78,4.31,-4.46,-0.07,13.9,2.7,8.3,14.16,3.86,9.01,0.0251,0.0254,0.0325
266,184,CBP_12_MICH_MICH,4.078295185,0.220943164,Type6,rhomboidea,6.87,1.64,20.11,20.04,MI,Upper_Midwest,Port Huron,Port Huron,"Port Huron, St. Clair County, Michigan",42.97,-82.42,184,June,20,1892,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
267,369,CBP_4_ACU_Tex,2.663353519,0.220016341,Type6,rhomboidea,3.17,1.33,11.82,11.2,TX,South,Abilene,Abilene5,"Abilene, Texas",32.45,-99.73,524,April ,5,1990,0.036,30,21.1,25.55,19.45,2.36,10.9,26.03,9.88,17.95,24.95,10.65,17.8,0.006,0.0162,0.0146
268,42,CBP_1_FLAS_OKLA,3.411323766,0.219358969,Type3,rhomboidea,3.36,1,9.69,9.62,OK,South,oklahomacity,oklahomacity1,"Oklahoma CIty, Oklahoma County, Oklahoma",35.48,-97.51,365,April,1,1937,0,20.55,4.7,12.63,12.36,-0.05,6.16,23.26,9.72,16.49,22.76,10.39,16.57,0.0064,0.0162,0.0169
269,430,CBP_5_EIU_ILL,3.23089209,0.218045581,Type3,rhomboidea,5.5,1.46,20.41,19.98,IL,Ohio_Valley,charleston,charleston2,"Charleston, Coles County, Illinois",39.49,-88.19,212,April,7,1946,0.026,18.33,1.13,9.73,10.08,-1.03,4.52,18.09,6.33,12.21,19.84,7.19,13.51,0.02,0.0314,0.029
270,83,CBP_1_MARY_MARY,3.39227352,0.217007834,Type6,rhomboidea,11.26,3.61,37.83,37.22,MD,Northeast,galestown,galestown,Dorchester County_Maryland_Galestown,38.57,-75.71,4,April,21,2015,2.391,11.148,-4.64,5.342,10.46,-0.26,5.1,19.23,8.18,13.71,20.32,8,14.16,0.0351,0.034,0.0323
271,385,CBP_4_FMNH_ILL,3.107018206,0.215400333,Type6,rhomboidea,6.46,1.39,21.43,21.09,IL,Ohio_Valley,,,Illinois,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
272,164,CBP_10_SAT_Tex,2.727846816,0.215044082,Type3,rhomboidea,4.61,1.65,18.1,17.31,TX,South,Bryan,Bryan1,"Bryan, Texas",30.67,-96.37,113,March ,8,1977,0,21.68,5.58,13.63,16.71,4.32,10.52,23.8,11.75,17.77,26.34,13.82,20.08,0.0301,0.0321,0.0203
273,348,CBP_3_ULA_WIS,3.824652844,0.214691402,Type3,rhomboidea,9.34,1.75,25.56,25.28,WI,Upper_Midwest,stevespoint,stevespoint,"Stevens Point, Portage County, Wisconsin",44.52,-89.57,331.9,October,19,1981,0.044,9.44,-4.73,2.36,24.49,12.28,18.38,24.49,12.28,18.38,24.49,12.28,18.38,0.0329,0.0329,0.0329
274,260,CBP_2_HAR_ALA,2.808809305,0.214168247,Type3,rhomboidea,4.67,1.33,14.22,13.78,AL,Southeast,tuscaloosa,tuscaloosa3,"Tuscaloosa, Tuscaloosa County, Alabama",33.19,-87.57,68,March,26,1955,0.217,25.32,-4.22,10.55,18.23,4.55,11.39,25.59,11.27,18.43,24.39,10.77,17.58,0.0361,0.0281,0.0316
275,224,CBP_17_WIS_WIS,1.88818921,0.213671323,Type3,rhomboidea,4.4,0.9,12.4,12.15,WI,Upper_Midwest,elkhom,elkhom,"Elkhorn, Walworth County, Wisconsin",42.72,-88.45,969,May,9,1938,0.115,11.95,2.75,7.35,5.15,-3.95,0.6,5.15,-3.95,0.6,5.15,-3.95,0.6,0.0214,0.0214,0.0214
276,145,CBP_1_VCU_VIR,3.877088647,0.213581449,Type3,rhomboidea,6.09,1.16,17.33,17.16,VI,Southeast,hopewell,hopewell1,"Hopewell, Charles City County, Virginia",37.3,-77.29,15,April,17,1978,0,15.57,6.13,10.85,11.98,0.04,6.01,22.53,9.39,15.96,21.81,8.69,15.25,0.0337,0.034,0.0337
277,528,CBP_9_JMUH_VIR,2.193968989,0.213340251,Type6,rhomboidea,2.16,0.88,8.67,8.48,VI,Southeast,charoltesville,charoltesville3,"Charlottesville, Orange County, Virginia",38.03,-78.51,149,May,1,1971,0,20.87,2.84,11.86,11.59,-1.49,5.05,19.8,6.78,13.29,19.14,6.8,12.97,0.0238,0.0265,0.0345
278,331,CBP_3_HAR_UTAH,2.382523437,0.213181729,Type3,rhomboidea,2.23,0.98,9.05,8.94,UT,Southwest,northlogan,northlogan2,"North Logan, Cache County, Utah",41.75,-111.78,1459.2,April,18,1998,0.081,9.15,-4.38,2.38,4.58,-5.27,-0.34,14.16,1.71,7.93,13.94,1.51,7.73,0.0286,0.0233,0.0237
279,356,CBP_3_VSC_VIR,4.254277736,0.213004165,Type1a2,rhomboidea,6.29,1.43,17.43,17.29,VI,Southeast,,,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
280,25,CBP_1_CSCN_IDA,3.690963815,0.212517976,Type3,rhomboidea,3.51,0.87,9.07,8.98,ID,Northwest,caldwell,caldwell,Canyon County_Idaho_Caldwell,43.68,-116.68,723,April ,2,1959,0,19.83,8.13,13.98,8.8,-2.52,3.14,18.68,3.79,11.23,17.73,2.52,10.12,0.0084,0.0075,0.0073
281,311,CBP_3_ACU_Tex,2.431434885,0.210718289,Type3,rhomboidea,5.73,2.71,22.55,21.93,TX,South,Abilene,Abilene4,"Abilene, Texas",32.45,-99.73,524,December,22,2001,0.069,28.5,9.27,18.88,18.23,3.16,10.69,25.4,10.73,18.07,25.08,11.83,18.45,0.0124,0.0171,0.0233
282,227,CBP_18_BRIT_Tex,3.002597014,0.209612129,Type3,heteris,3.15,1.12,11.11,10.73,TX,South,Arlington,Arlington5,"Arlington, Texas",32.74,-97.11,183,February ,22,1973,0.195,11.83,4.76,8.24,18.08,6.95,12.52,24.46,12.22,18.34,23.85,12.32,18.08,0.0253,0.0196,0.0311
283,368,CBP_39_WIS_WIS,3.217085616,0.20846956,Type3,rhomboidea,5.75,1.7,17.95,17.2,WI,Upper_Midwest,beloit,beloit,"Beloit, Rock County, Wisconsin",42.51,-89.03,273,May,7,1932,0.63,23,13.56,18.28,5.99,-3.9,1.05,5.99,-3.9,1.05,5.99,-3.9,1.05,0.0154,0.0154,0.0154
284,393,CBP_4_MOR_ILL,3.455942552,0.208015166,Type3,rhomboidea,8.45,2.6,28.25,27.65,IL,Ohio_Valley,chicago,chicago1,"Chicago, Cook County, Illinois",41.74,-87.55,182,June,2,1967,0,22.3,8.7,15.5,9.04,-0.83,4.11,15.39,5.08,10.24,14.57,4.84,9.7,0.0216,0.0231,0.0275
285,469,CBP_6_ODU_VIR,2.883491145,0.207178229,Type3,rhomboidea,0.89,0.3,3,2.93,VI,Southeast,virginiabeach,virginiabeach1,"Virginia Beach, , Virginia",36.85,-75.98,301,March,22,1978,0,18.96,6.46,12.71,11.62,2.66,7.14,19.99,10.25,15.12,19.51,9.9,14.7,0.0392,0.0314,0.033
286,30,CBP_1_DOV_MARY,2.365333226,0.207144436,Type1a2,rhomboidea,4,1.37,15.6,15.33,MD,Northeast,carney,carney1,Baltimore County_Maryland_Carney and Long Green,39.45,-76.48,108,April,25,1970,3.22,8.075,-20.44,30.15,8.08,-2.04,3.02,17.45,6.28,11.86,18.01,6.91,12.46,0.0322,0.0303,0.0284
287,376,CBP_4_CAL_MICH,3.000140653,0.207059622,Type3,rhomboidea,5.71,1.81,18.83,18.55,MI,Upper_Midwest,Grand Rapids,Grand Rapids4,"Grand Rapids, Kent County, Michigan",42.91,-85.64,813,May,15,1967,0.029,15.55,6.38,10.97,5.62,-4.35,0.64,13.57,2.83,8.2,13.54,2.31,7.93,0.0135,0.0175,0.0265
288,163,CBP_10_ODU_VIR,3.139597553,0.206681618,Type1a2,rhomboidea,1.06,0.29,3.65,3.54,VI,Southeast,virginiabeach,virginiabeach2,"Virginia Beach, Princess Anne, Virginia",36.77,-76.16,301,April,23,1966,0.596,20.3,11.72,16.01,12.25,2.91,7.58,19.62,10.34,14.98,19.11,10.04,14.58,0.0186,0.0215,0.0279
289,160,CBP_10_JMUH_VIR,5.041468886,0.206525762,Type3,rhomboidea,2.59,0.36,7.02,6.95,VI,Southeast,,,"Harrisonburg, Rockingham County, Virginia",38.44,-78.87,301,April,#N/A,1974,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
290,52,CBP_1_GAS_GEOR,3.428983544,0.206510203,Type1a2,rhomboidea,3.53,0.63,9.85,9.65,GA,Southeast,statesboro,statesboro1,"Statesboro, Bulloch County, Georgia",32.67,-81.33,77.1,March,16,1963,0.022,24.3,10.98,17.64,18.97,5.14,12.05,25.67,11.95,18.81,25.27,11.56,18.41,0.025,0.0328,0.0314
291,345,CBP_3_SAT_Tex,4.169061854,0.204074941,Type3,heteris,3.12,1.04,10.58,10.1,TX,South,Mason,Mason,"Mason, Texas",30.75,-99.23,468,March ,19,1994,0,30,11.1,20.55,19.14,4.32,11.73,25.68,10.62,18.15,26.13,11.31,18.72,0.0129,0.0162,0.0215
292,297,CBP_2_VSC_GEOR,2.945612531,0.202670027,Type1a1,rhomboidea,4.66,1.37,15.46,15.2,GA,Southeast,cochran,cochran2,"Cochran, Bleckley County, Georgia",32.71,-83.72,104,March,7,2010,0,16.67,-2.07,7.3,16.37,4.06,10.21,23.47,11.22,17.34,24.97,11.08,18.02,0.0546,0.0508,0.0334
293,268,CBP_2_IND_INDI,3.027683811,0.202391054,Type3,rhomboidea,3.04,0.82,10.18,10.02,IN,Ohio_Valley,evansville,evansville,"Evansville, Vanderburgh County, Indiana",37.98,-87.55,118,April,12,1941,0,29.58,12.23,20.9,9.7,-0.01,4.84,19.27,7.58,13.43,21.28,9.49,15.39,0.0198,0.0204,0.0243
294,473,CBP_6_URV_VIR,2.232435064,0.201601463,Type3,rhomboidea,4.76,1.98,18.22,18,VI,Southeast,,,"Richmond, Henrico County, Virginia",37.54,-77.43,50.7,April,#N/A,1933,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
295,153,CBP_10_BRIT_Tex,3.955015214,0.200367292,Type6,rhomboidea,5.14,1.15,17.14,16.45,TX,South,Dallas,Dallas1,"Dallas, Texas",32.78,-96.81,128,March ,27,1973,0.278,26.03,9.72,17.88,16.26,4.89,10.58,24.7,12.59,18.65,24.29,12.73,18.51,0.0287,0.022,0.0354
296,347,CBP_3_UGA_GEOR,2.70738871,0.200061204,Type3,rhomboidea,5.02,1.75,19.43,19.14,GA,Southeast,cochran,cochran3,"Cochran, Bleckley County, Georgia",32.71,-83.72,104,March,7,2010,0,16.67,-2.07,7.3,16.37,4.06,10.21,23.47,11.22,17.34,24.97,11.08,18.02,0.0546,0.0508,0.0334
297,338,CBP_3_MOR_ILL,4.365526458,0.19931984,Type3,rhomboidea,10.65,2.4,34.25,33.3,IL,Ohio_Valley,naperville,naperville2,"Naperville, Du Page County, Illinois",41.75,-88.19,215,April,24,1970,0.045,19.45,9.3,14.38,7.37,-1.36,3,14.79,4.05,9.42,17.04,5.81,11.43,0.0253,0.0236,0.0288
298,277,CBP_2_NY_DELA,3.296020875,0.197794061,Type3,rhomboidea,5.73,1.44,21.69,21.2,DE,Northeast,dagsboro,dagsboro,"Dagsboro, Sussex County, Delaware",38.52,-75.19,301,April,23,2011,0.439,22.46,8.49,15.47,2.01,2.01,2.01,19.91,9.08,14.49,20.85,9.91,15.38,0.0201,0.0249,0.0307
299,476,CBP_6_VPI_VIR,2.996044315,0.197756016,Type3,rhomboidea,14.25,4.75,51.28,50.8,VI,Southeast,radford,radford3,"Radford, Floyd County, Virginia",37.13,-80.58,641,May ,5,1976,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
300,446,CBP_5_SAT_Tex,3.503428168,0.197138871,Type3,rhomboidea,4.56,1.57,9.72,9.67,TX,South,Waco,Waco5,"Waco, Texas",31.55,-97.15,142,March ,21,1990,0,20.86,5.66,13.26,19.88,6.23,13.06,25.33,12.58,18.96,25.96,13.31,19.63,0.0206,0.0267,0.0276
301,90,CBP_1_MUHW_INDI,2.775792143,0.196523512,Type3,rhomboidea,6.07,2.2,23.61,23.07,IN,Ohio_Valley,southport,southport2,"Southport, Marion County, Indiana",39.66,-86.12,228,April,27,1935,0.365,25.3,13.6,19.45,9.7,-0.33,4.68,19.29,7.3,13.29,17.38,6.35,11.86,0.0158,0.0177,0.0276
302,290,CBP_2_ULA_WIS,2.947261957,0.196271495,Type3,rhomboidea,2.25,0.69,6.91,6.75,WI,Upper_Midwest,madison,madison1,"Madison, Dane County, Wisconsin",43.05,-89.4,239,May,16,1978,0,16.6,8.08,12.34,2.65,-8.99,-3.17,2.65,-8.99,-3.17,2.65,-8.99,-3.17,0.0179,0.0179,0.0179
303,253,CBP_2_FLAS_FLOR,3.562292124,0.195820282,Type3,rhomboidea,4.95,1.16,14.8,14.52,FL,Southeast,gainesville,gainesville1,"Gainesville, Alachua County, Florida",29.65,-82.32,54,January,3,1967,2.173,20.1,14.9,17.5,26.15,14.38,20.26,26.13,14.18,20.15,27.63,14.37,21,0.0338,0.0378,0.0345
304,197,CBP_13_UWFP_FLOR,2.958722014,0.195003736,Type3,heteris,10.07,3.24,41.6,41.12,FL,Southeast,jacksonville,jacksonville,"Jacksonville, Duval County, Florida",30.33,-81.66,5,February,9,2003,1.111,10.39,5.94,8.16,22.25,12.04,17.15,25.42,15.44,20.43,25.46,15.4,20.43,0.0403,0.0369,0.0321
305,17,CBP_1_CAL_MICH,4.402193134,0.194949849,Type1a1,rhomboidea,6.65,1.23,19.9,19.53,MI,Upper_Midwest,Hudsonville,Hudsonville1,"Hudsonville, Ottowa County, Michigan",42.98,-85.89,969,May,7,1954,0.009,9.98,2.22,6.1,6.13,-2.23,1.95,14.05,3.65,8.85,14.49,4.91,9.7,0.0247,0.0237,0.0276
